"Attr1","Attr2","Attr4","Attr5","Attr8","Attr9","Attr15","Attr18","Attr20","Attr21","Attr27","Attr28","Attr29","Attr32","Attr34","Attr39","Attr41","Attr45","Attr47","Attr55","Attr57","Attr60","Attr61","class"
0.026691,0.34581,0.26974,-74.66,1.8918,0.9301,2967.8,0.029365,0.71182,0.78149,1.0959,-0.18731,5.2382,95.981,2.6382,0.019115,0.37412,14.715,0.72569,-30317,0.040799,512.77,17.788,"0"
0.035439,0.25312,1.7713,24.79,2.7677,1.0339,1238.8,0.044314,20.222,0.77564,0.33856,0.35392,5.2387,61.016,0.20253,0.032746,0.10207,0.40862,20.907,33831,0.050587,18.05,4.4474,"0"
0.042311,0.19121,2.3177,9.8248,4.2299,2.2053,898.49,0.052174,31.696,0.99321,82.724,0.45247,3.1711,32.217,11.329,0.017708,0.087468,0.22094,32.268,373.58,0.052314,11.516,16.599,"0"
0.0080059,1.1887,1.0348,-90.855,-0.15878,1.8735,20757,0.0080059,95.285,1.0745,1.874,0.36751,3.2785,174.59,1.5572,0.011968,1.3644,0.016369,96.439,58.469,-0.042416,3.8306,5.5961,"0"
0.22582,0.16023,4.5051,276.84,5.241,1.2016,178.14,0.22582,56.188,1.1441,0,1.713,4.7492,99.981,3.4778,0.010008,0.052121,1.2208,121.16,30032,0.26891,6.4961,3.2515,"0"
0.13572,0.18676,3.4675,88.851,4.3544,1.4689,277.22,0.16853,1.5314,1.0908,659.9,0.96645,3.7382,46.687,6.953,0.11599,0.025625,22.022,1.7323,2242.7,0.16689,238.35,3.1421,"0"
-0.16752,0.55879,0.76633,-39.188,0.78958,3.5557,-1745.8,-0.16752,28.086,1.0594,-6.3356,-0.22836,2.8824,52.534,6.9479,-0.091885,-0.19523,-0.61225,25.723,-99.601,-0.37968,12.996,30.563,"0"
0.18352,0.49808,1.8485,-15.744,1.0077,2.264,681.56,0.22921,68.815,1.0516,13.887,1.6604,3.4244,74.743,4.1553,0.085839,0.059381,0.42994,75.277,955.55,0.36562,5.3041,6.8662,"0"
-0.19735,0.43353,0.74892,-73.304,1.3066,0.58161,-816.7,-0.24914,56.798,0.24235,-20.213,-0.15993,3.7351,161.05,2.2545,-0.68049,-0.043343,-2.1806,33.798,-588.3,-0.34839,6.4263,2.622,"0"
0.16705,0.16185,4.7508,259.66,5.1787,0.99226,345.28,0.16705,88.83,0.91083,0.17809,1.943,3.8008,122.84,2.748,0.049901,1.1211,0.69175,198.18,3548.4,0.1993,4.109,2.1243,"0"
0.28924,0.27504,3.1859,33.552,2.6358,2.5533,204.17,0.28924,43.42,1.1503,0,3.7291,3.655,61.596,5.7117,0.0021692,0.045284,0.95227,70.57,2618.5,0.39897,8.4063,7.2848,"0"
0.21059,0.657,1.4873,-40.443,0.52206,1.8999,1138.7,0.21059,95.294,1.0783,0,14.004,3.809,143.36,2.546,0.013377,0.079126,0.42457,108.23,2062,0.61397,3.8303,4.1571,"0"
0.48829,0.44783,1.731,-7.4088,1.1596,1.1968,303.56,0.48829,43.561,1.0995,1.9091,1.4563,4.4999,61.923,1.1253,0.15952,0.02657,1.2951,52.134,10350,0.9403,8.379,8.3877,"0"
0.12791,0.49561,1.2932,-30.261,1.0177,1.2316,1316.4,0.12791,33.276,1.1583,0,0.11261,4.38,191.02,0.98929,0.02725,1.7389,1.1393,83.583,1804.7,0.2536,10.969,5.7894,"0"
0.056626,0.40952,2.0161,9.8852,1.4419,1.1918,1010.2,0.07089,71.658,0.92025,14.441,0.56721,4.6524,84.75,2.762,0.050949,0.090093,0.24201,75.505,11986,0.095899,5.0936,6.3288,"0"
0.099579,0.12092,5.594,124.55,7.1215,1.0893,315.83,0.10704,56.141,0.91411,0.93397,1.5351,4.7362,39.979,0.82126,0.085743,0.030113,0.559,61.152,29148,0.11564,6.5015,5.1182,"0"
0.23443,0.22201,4.3492,232.78,3.5043,1.3281,278.53,0.2852,21.053,1.265,8.1205,21.59,3.6656,78.129,4.6718,0.21905,0.024944,3.0603,26.958,3442.5,0.30133,17.338,3.2694,"0"
0.044298,0.47712,1.3016,-51.134,1.0959,1.7959,1278.6,0.044298,77.314,0.87355,0.84218,0.37968,3.3757,99.111,3.6827,0.021629,0.11593,0.11645,79.023,341.75,0.084718,4.721,8.0745,"0"
0.02853,0.70806,1.5021,-51.328,0.39388,1.0431,5253.6,0.037877,98.162,1.0709,0.20412,2.2786,5.8478,101.01,0.060475,0.019568,0.43,0.048477,102.4,205320,0.1023,3.7183,7.7678,"0"
0.068304,0.49039,1.2075,-23.386,1.0392,1.6791,2176.2,0.068304,30.667,0.83532,0.12559,0.14038,5.1418,102.66,2.6998,0.032946,1.168,0.48417,38.893,10710,0.13403,11.902,6.5493,"0"
0.074389,0.66655,0.19567,-325.96,0.50027,0.63272,1523.9,0.071084,7.8293,1.1603,2.6156,-0.44231,4.8463,331.37,0.82047,0.13568,0.1277,5.4811,9.0583,-28031,0.22309,46.62,7.8585,"0"
0.022097,0.29591,1.8287,15.146,2.3794,1.2741,1177.2,0.01816,38.818,0.89774,2.0568,0.32058,4.3479,66.245,4.2187,0.020197,0.099894,0.16308,39.618,4183.2,0.031383,9.4029,4.7576,"0"
0.21171,0.79601,0.60877,-122.13,0.24933,1.1708,1178.3,0.21232,36.22,1.2323,1.7095,-0.58596,4.5481,197.58,0.31081,0.14601,0.092911,1.2591,42.407,-10829,1.0667,10.077,23.178,"0"
0.29224,0.30726,2.5367,40.919,2.2536,1.7722,338.46,0.30882,57.676,1.5583,64.111,1.8892,3.5046,69.782,5.0815,0.119,0.050437,1.0436,65.466,1466,0.42205,6.3285,4.6086,"0"
0.080187,0.2322,0.69802,-85.051,2.8902,1.1908,518.65,0.099728,12.812,0.92125,1.8535,-0.083682,5.7644,147.71,0.45803,0.15565,0.044896,3.3433,15.257,-40759,0.11948,28.488,6.4586,"0"
0.22241,0.50647,1.8591,41.187,0.97443,2.6052,599.93,0.27937,13.348,1.0261,79.226,2.5055,5.5831,71.576,4.5725,0.11108,0.058831,2.3345,15.016,149390,0.45065,27.345,9.9881,"0"
0.027444,0.058852,10.781,198.77,15.562,1.038,332.53,0.033675,62.185,0.71945,0.31441,1.575,3.7769,26.419,0.43439,0.03029,0.034252,0.19086,64.548,3443.8,0.029965,5.8696,2.7201,"0"
0.35101,0.45792,2.2005,67.642,1.1838,2.2726,370.55,0.43629,29.402,1.2638,496.03,18.204,4.0403,86.868,4.0485,0.18425,0.034703,1.9174,36.043,5812.2,0.64753,12.414,3.4262,"0"
0.05298,0.47797,1.7718,3.1044,1.0922,1.8898,1492.5,0.067708,48.813,1.1791,1.8473,0.70909,5.118,73.223,3.6461,0.077789,0.087625,0.20963,52.93,35409,0.10149,7.4775,5.3651,"0"
-0.01103,0.96602,1.6217,61.712,0.035177,1.5191,-36546,-0.01103,30.693,0.69888,0.85576,32.119,2.6589,152.73,1.5075,0.041335,0.482,-0.086344,32.017,172.74,-0.32458,11.892,4.039,"0"
0.053717,0.35127,1.5186,-18.07,1.8468,1.6902,856.72,0.06722,53.102,0.8411,3.7303,0.39041,3.3146,78.325,4.66,0.031526,0.086875,0.21845,54.831,375.86,0.082804,6.8736,6.7186,"0"
-0.94422,1.2148,0.51298,-237.17,-0.17686,0.2542,-396.04,-1.1427,66.69,0,-11.978,-1.3895,2.5418,309.81,1.1309,-4.3673,-0.03693,-20.33,12.34,0.51298,1.3306,5.4731,0.97855,"0"
0.013454,0.49174,1.1551,-134.93,0.45701,1.005,2242.5,0.025764,83.068,2.0693,0.77662,0.12748,4.1199,203.37,0.11951,0.077277,0.14301,0.077739,83.482,861.89,0.059867,4.394,4.832,"0"
0.14182,0.42081,1.8081,3.1115,1.2681,1.162,745.25,0.1799,61.45,0.99633,1.6059,1.4175,4.9338,108.59,0.53935,0.1382,0.054647,0.51293,71.407,29178,0.26576,5.9398,4.2348,"0"
0.0058951,0.093112,2.5846,15.249,9.7397,0.73774,618.48,0.014041,55.518,1.2165,1.6823,0.1943,4.1949,47.762,7.642,0.035474,0.05194,0.052535,57.56,2311.3,0.0065004,6.5745,6.4501,"0"
0.16517,0.1585,5.02,55.526,5.1115,1.2279,242.7,0.20882,29.831,1.2137,2.1501,1.89,5.3287,53.345,1.2987,0.17511,0.022137,1.7192,36.628,119900,0.20387,12.236,4.1564,"0"
0.19971,0.14459,3.485,51.079,5.9159,1.4246,174.88,0.24866,50.39,0.93148,16.774,0.72427,3.8964,44.773,8.1522,0.17257,0.015859,1.0154,60.899,2830.9,0.23347,7.2435,5.7131,"0"
0.23699,0.38477,3.9134,94.189,1.599,1.6713,580.01,0.23699,59.209,1.3756,0,1.5031,3.9067,78.283,2.0709,0.0077588,2.4943,0.87413,124.19,4016,0.3852,6.1646,4.5447,"0"
0.38875,0.34104,2.9253,132.82,1.9322,1.8306,258.7,0.48,32.526,1.9104,230.21,278.7,3.9958,93.391,3.9083,0.27188,0.023725,2.3831,44.67,6502.9,0.58995,11.222,3.126,"0"
0.36084,0.054381,15.993,270.94,17.389,1.3946,42.4,0.44548,26.268,1.1272,685.55,6.2574,3.2069,20.407,17.886,0.30256,0.0040771,3.5952,37.663,1312.8,0.38159,13.895,15.449,"0"
0.099368,0.052077,11.601,158.55,17.769,1.1348,132.68,0.12341,30.684,0.85218,1.3311,1.3947,4.863,20.343,2.3884,0.1173,0.01187,1.1147,34.821,40273,0.10738,11.895,6.7844,"0"
0.026184,0.19975,2.6371,21.606,4.0064,1.807,1835,0.026184,43.688,1.5223,1.0669,0.691,3.4393,40.463,9.0205,0.0028645,0.20725,0.12106,43.814,899.21,0.032719,8.3547,6.9291,"0"
0.086055,0.11016,3.253,55.188,8.0775,0.94319,228.29,0.10837,48.774,1.0021,6.5938,0.37532,4.3579,47.542,7.5295,0.12058,0.020742,0.68279,55.461,5549.3,0.096709,7.4835,8.2296,"0"
0.24573,0.082901,9.819,364.06,11.063,0.82005,106.29,0.24573,41.679,1.0522,0,0.69452,5.2067,49.377,3.96,0.012265,0.070921,2.6241,104.11,63044,0.26794,8.7574,3.5376,"0"
-0.0088806,0.77185,11.61,291.91,0.29558,0.92541,2746.5,-0.0088806,35.19,1.1615,0.28265,4.7757,2.8498,28.031,1.2197,-0.017278,0.22338,-0.099536,34.592,542.8,-0.038925,10.372,29.341,"0"
-0.32146,0.76029,0.58497,-105.67,0.31528,1.4041,-938.73,-0.38959,39.53,1.5026,-3.7914,-0.5286,3.6377,152.31,2.3006,-0.24571,-0.11746,-2.114,31.733,-1315.3,-1.3411,9.2334,5.9196,"0"
0.043471,0.11071,6.9427,158.9,8.033,1.107,411.42,0.056163,37.977,1.0399,1.8155,1.962,3.3064,34.606,9.5544,0.044494,0.043541,0.37743,39.745,1206.8,0.048883,9.6112,3.585,"0"
0.095094,0.28295,1.5435,-17.472,2.5282,1.0927,727.01,0.11407,57.023,0.92965,0.89552,0.24665,5.0105,85.189,0.36188,0.081953,0.071344,0.48717,62.31,14861,0.13293,6.401,5.938,"0"
0.21219,0.69555,1.8406,24.21,0.43771,0.83239,1038,0.21551,63.658,0.94876,6.4123,0.30616,4.1779,136.81,0.83641,0.30109,0.08246,1.4617,91.082,2761.1,0.69698,5.7338,3.793,"0"
-0.0027297,0.41003,0.86471,-29.022,1.2893,1.0163,1857,-0.00042014,11.036,0.9835,0.18069,-0.042947,5.3564,91.99,0.043553,0.01778,0.13634,-0.089883,11.216,-7656.4,-0.0051634,33.073,5.8958,"0"
0.03737,0.82295,1.0152,-34.702,0.21514,1.9699,3198.2,0.048879,30.692,1.1255,7.842,0.062818,4.8444,150.17,2.3478,0.019188,0.29564,0.2256,31.293,847,0.21107,11.892,3.5167,"0"
0.49485,0.11165,6.7895,97.298,7.1769,1.2593,60.721,0.61345,8.759,1.8337,2.6039,2.6716,4.0465,18.584,5.1142,0.20678,0.0058386,7.4677,11.03,7194,0.61756,41.671,14.859,"0"
-0.80093,0.89676,0.35128,-2837.8,0.11512,0.13579,-422.47,-0.80876,173.58,0.14138,-3.6363,-0.64874,4.9401,2505.9,0.42021,0.20617,-0.049792,-12.402,62.551,0.35128,0,2.1027,0.85855,"0"
0.026675,0.92669,1.0791,12.075,0.079105,1.6117,10068,0.033596,2.8141,1.6422,-1.0717,0.45993,3.6162,215.06,1.6972,0.024153,-6.0521,2.1467,2.8837,302.91,0.36389,129.71,1.6566,"0"
-0.14748,0.19529,3.7892,44.009,4.1207,1.519,-2030.8,-0.14748,77.289,0.65534,-29.324,2.0948,2.5031,37.442,9.7483,-0.25326,-0.21204,-0.45852,61.67,173.47,-0.18328,4.7225,6.172,"0"
-0.11749,1.108,0.79755,-201.64,-0.097464,0.92515,-4634.6,-0.11749,155.2,0.82328,-0.78427,-1.9284,4.3581,266,-0.10762,-0.084773,-0.40924,-0.19644,143.58,-5116.5,1.088,2.3518,8.3909,"0"
0.062009,0.74889,1.1796,-66.18,0.3353,1.6803,2723.8,0.069314,114.02,1.0084,0.36298,1.1536,3.8217,125.19,2.9155,-0.29939,0.49736,0.11813,87.75,892.13,0.24694,3.2011,6.2088,"0"
0.14947,0.1214,8.1388,71.884,7.2374,4.1149,186.7,0.23472,0,0.98161,1.0669,72.403,2.6042,11.415,31.975,0.05669,0.017159,0.261265,0,348.4,0.17012,9.9521,4.5928,"0"
0.13892,0.43692,2.3894,43.497,1.1353,1.1401,599.89,0.18074,63.199,0.84543,1.3675,0.36474,4.6528,80.983,0.22756,0.11995,0.077842,0.96794,72.051,10077,0.28008,5.7754,5.0263,"0"
0.20179,0.36851,2.2345,0.056485,1.7136,2.2198,491.96,0.24031,67.008,1.0451,14.583,1.5812,4.0772,60.954,5.389,0.10537,0.044283,0.49516,74.9,4890.6,0.31954,5.4471,7.1869,"0"
0.086308,0.37357,2.0323,-9.1642,1.5519,1.1152,798.7,0.10972,84.838,0.9842,1.0423,0.63097,4.5562,87.447,0.31745,0.093465,0.068388,0.29265,94.609,10128,0.14887,4.3023,7.6855,"0"
0.022783,0.71104,1.3072,-59.709,0.40638,1.6666,2273.8,0.048542,83.812,0.9288,1.4143,0.43665,4.1094,122.06,2.0917,0.10758,0.10269,0.059535,93.916,1965.2,0.078846,4.355,9.1607,"0"
0.038965,0.5215,0.78073,-262.48,0.91756,0.8951,759.69,0.038965,9.9157,0,0.28433,-0.16749,5.4383,338.22,0.9902,0.019394,0.079065,1.6024,17.188,-28786,0.081431,36.81,3.503,"0"
0.0011225,0.23802,0.9429,-398.13,3.2014,0.37583,77395,0.0011225,114.22,0.58465,-1.7937,-0.017513,4.0501,727.02,0.50183,-0.015365,-2.3591,0.0095446,359.38,-152.45,0.0014731,3.1957,3.5772,"0"
0.77644,0.018462,54.166,542.45,53.166,1.6148,7.0193,0.96,0,1.6143,144.95,0.45993,2.4399,10.345,35.284,0.59661,0.00063875,0.261265,0,270.24,0.79104,9.9521,10.099,"0"
-0.00073406,0.64799,0.61434,-378.7,0.54323,0.60438,5261.2,0.00049844,197.98,1.0681,1.05,-0.41311,3.8838,397.22,0.91613,0.017771,0.40164,-0.0022391,201.57,-1906.5,-0.0020854,1.8436,10.413,"0"
0.034271,0.56891,3.3228,381.89,0.75775,1.921,752.63,0.034271,47.559,1.0021,0,23.839,3.4856,179.02,1.0478,0.0020976,0.078482,0.13692,153.26,2077.5,0.079498,7.6747,2.9281,"0"
0.12166,0.12525,6.609,135.44,6.9837,1.2771,254.35,0.1513,53.14,0,19.862,2.0139,4.9766,35.429,8.7556,0.14127,0.02297,0.65433,61.882,56573,0.13908,6.8687,3.262,"0"
0.11652,0.48891,1.2867,-75.362,0.64116,1.1791,958.6,0.1466,97.537,1.2815,1.6151,0.37443,4.7204,173.26,0.33906,0.13698,0.078283,0.3603,115,7338.8,0.3717,3.7422,5.1821,"0"
0.004808,0.25874,1.9394,11.988,2.3676,1.0384,1072.3,0.0063433,22.792,0.92602,0.061176,0.36228,5.2137,48.932,0.038913,0.0058912,0.092665,0.045053,23.668,33905,0.0078486,16.014,8.3459,"0"
-0.020346,0.92584,0.25899,-213.94,0.0801,0.91035,6632.4,-0.0059993,11.819,0.85898,0.73197,-0.53603,3.9211,253.92,0.94589,0.038022,0.35615,-0.69019,12.286,-3764.9,-0.27435,30.882,8.6135,"0"
0.043156,0.62865,1.4244,8.5353,0.59071,1.2181,2312,0.058893,33.141,1.1955,2.1679,0.37217,3.4281,129.05,1.7542,0.09468,0.14795,0.3902,36.607,443.48,0.11621,11.014,2.9347,"0"
-0.071462,0.22222,10.089,37.365,3.5,0.74055,-1176.1,-0.071462,158.54,0.81385,1.0669,1.2672,2.1025,18.896,5.0359,-0.51113,-0.1074,-0.22216,104.91,66.675,-0.09188,2.3023,5.6327,"0"
0.095977,0.20129,3.6691,78.777,2.927,1.0462,383.65,0.12386,1.7567,1.2246,0.50542,2.0552,5.0377,31.252,0.59029,0.048311,0.035491,8.1078,1.8378,58606,0.1629,207.77,4.0815,"0"
0.15546,0.99206,0.92951,-59.263,0.0079985,2.5013,1998.1,0.16027,0,0.50597,4.5706,-0.89809,3.0947,157.77,2.3136,0.082382,0.14644,0.261265,0,-86.967,19.592,9.9521,4.0494,"0"
0.12094,0.30647,2.8442,54.033,2.263,2.2259,249.52,0.12094,55.596,1.0302,0,2.1845,4.4739,71.957,4.4873,0.0031908,0.031205,0.35671,89.988,14889,0.17439,6.5652,6.8805,"0"
0.082072,0.087669,3.9038,76.784,10.278,1.1473,263.13,0.098362,35.943,1.0549,1.5594,0.38537,5.3453,41.463,1.3689,0.13591,0.02012,0.94392,41.239,56216,0.091085,10.155,6.4013,"0"
-0.16164,0.066444,5.5163,15.406,14.05,0.60544,-430.04,-0.16164,140.49,0.98297,-198.55,0.38313,4.2712,29.679,10.696,-0.17386,-0.039556,-0.69364,119.68,4873.8,-0.17315,2.598,13.159,"0"
0.24231,0.66801,1.254,-30.288,0.49699,2.2051,762.87,0.30436,50.993,0,5.8354,0.72511,4.0158,121,2.8146,0.14736,0.058206,0.78654,59.806,1642,0.72986,7.1578,5.1324,"0"
0.087641,0.23681,2.9793,52.757,3.1015,1.1112,593.79,0.10885,83.876,1.159,0.93531,1.5917,5.471,74.099,0.46072,0.084174,0.053393,0.29424,93.2,138650,0.11932,4.3517,4.6677,"0"
0.024464,0.12608,7.2065,101.46,6.9313,1.7283,109.86,0.024464,127.58,0.95227,1.0669,4.5485,3.4244,52.506,6.4328,0.024826,0.010655,0.040498,271.84,1924,0.027993,2.8611,8.5832,"0"
0.11963,0.11075,5.9057,890.49,8.029,0.22336,215.21,0.14195,10.707,1.1311,53.477,0.12798,3.6329,101.27,0.73562,0.63525,0.01942,18.258,29.354,476.24,0.13453,34.091,11.937,"0"
0.041457,0.42411,1.0786,-38.079,1.342,1.0736,2001.8,0.050912,44.163,242.76,0.70513,0.036007,5.1941,135.53,0.13734,0.06568,0.16469,0.38637,47.413,3767.6,0.072842,8.2648,4.0383,"0"
0.02926,0.64329,1.9757,13.863,0.5545,5.9054,6117.8,0.035092,15.976,1.1122,1.5226,228.13,3.4658,31.377,9.1332,0.0050923,0.55993,0.1132,16.058,1440.4,0.082027,22.847,10.168,"0"
-0.083134,0.96918,1.0111,-7.2617,0.031798,4.9038,-12216,-0.083134,7.5876,0.80213,0.020915,0.53364,3.2494,72.526,5.0327,0.0053375,0.57738,-0.81553,7.6283,19.044,-2.6976,48.105,5.772,"0"
0.092577,0.48406,0.81699,101.06,1.0659,1.2032,205.86,0.092577,26.079,0.98717,0,-0.076617,3.9424,460.32,0.511,0.0040991,0.021073,1.0769,126.85,-499.99,0.17943,13.996,8.0349,"0"
0.041113,0.27534,1.7272,-83.141,2.6319,1.2779,138.8,0.041113,20.905,0.9139,0,0.287,3.9502,309.02,1.0067,0.024977,0.013439,0.5617,96.379,1521.8,0.056734,17.46,5.1583,"0"
0.027557,0.43741,1.9378,21.565,1.0515,1.0083,3211.5,0.034741,36.896,0.98006,0.1387,0.70432,4.6506,64.359,0.055008,0.013756,0.36842,0.15586,37.2,12832,0.059914,9.8927,5.6283,"0"
0.058164,0.37549,1.8862,45.341,1.6632,1.6825,99.192,0.058164,103.14,0.6613,1.0669,0.93622,3.5847,11242,0.030522,0.0020681,0.0094568,0.12234,15141,1202.2,0.093136,3.539,9.1577,"0"
0.12689,0.44481,1.6373,22.206,1.2481,1.9319,890.21,0.15725,18.769,0.8447,12.464,0.5742,4.0873,75.279,3.9677,0.086444,0.076582,1.2774,20.545,2836.5,0.22856,19.447,5.8497,"0"
0.25258,0.097585,6.8307,117.01,8.9585,1.255,102.84,0.31424,22.395,1.1531,2.3867,1.7065,5.3022,24.778,3.5157,0.19017,0.0085509,2.2818,28.107,114110,0.28893,16.298,3.3103,"0"
0.11449,0.14326,6.9872,396.58,5.956,1.2266,375.91,0.12304,13.863,0.9983,2.2048,4.091,5.4776,68.284,0.97345,0.17974,0.030285,3.885,17.005,212800,0.13417,26.329,1.0188,"0"
-0.096067,1.0638,0.88182,-44.783,-0.059993,2.8695,-4095.7,-0.096067,22.396,1.0082,-23.66,-2.0311,3.3884,129.89,2.8101,-0.041796,-0.32791,-0.54561,21.498,-307.48,1.5052,16.297,4.2016,"0"
0.35297,0.49552,1.1361,-55.032,1.0181,1.4954,511.22,0.35297,43.598,1.4099,0,0.082303,4.1411,139.17,1.8972,0.0031317,20.267,1.9761,69.353,675.18,0.69968,8.3719,7.719,"0"
-0.11755,0.31095,1.781,-33.653,2.2159,1.286,-1620.4,-0.10013,99.455,0.57305,-17.004,0.49953,3.6189,77.774,4.5127,-0.091165,-0.15942,-0.33547,91.146,970.96,-0.1706,3.67,9.333,"0"
0.15389,0.0984,3.2458,15.109,9.1627,1.009,163.61,0.19097,65.116,0.98006,20.712,0.3101,3.9134,42.954,8.2338,0.19699,0.014421,0.85497,81.089,1754.2,0.17069,5.6054,30.741,"0"
0.34947,0.15083,6.6301,1.7617,5.6301,8.2756,127.57,0.43154,35.732,0.88927,1078.1,0.45993,2.3328,7.0214,51.984,0.052554,0.011805,0.43137,37.714,182.72,0.41154,10.215,85.894,"0"
0.012389,0.5439,1.9006,20.894,0.83856,2.7123,5243.6,0.017472,37.75,1.1031,-4.8752,6.5946,4.6651,65.42,5.0355,-0.0097841,-1.0971,0.044164,37.384,20447,0.027163,9.6689,4.655,"0"
0.025073,0.69879,0.83586,-65.131,0.43104,0.98473,4901.8,0.012582,37.987,0.84167,0.25059,-0.042495,5.9912,126.14,0.022085,0.025448,0.41859,0.39725,37.407,-34237,0.083242,9.6085,6.7093,"0"
0.0054758,0.86231,1.1328,-28.786,0.15968,2.4847,1497.2,0.0054758,36.44,0.90756,0,0.82585,4.6939,136.71,2.3934,0.061752,0.14039,0.022074,43.871,5073.8,0.039769,10.016,4.0457,"0"
0.47928,0.067094,13.512,429.12,13.799,1.8055,49.805,0.47928,38.763,1.4209,8.0483,6.661,4.9391,39.652,7.1748,0.44576,0.0044669,4.179,69.987,70665,0.51767,9.4162,2.9648,"0"
-0.061359,0.05823,22.3,309.71,16.173,0.6412,-1080.5,-0.074287,70.917,0.40138,-2.5256,1.1101,4.4288,17.392,9.7306,0.21109,-0.11425,-0.49252,80.252,22.3,-0.065153,5.1468,8.412,"0"
0.10411,0.59503,1.4957,-12.239,0.68058,2.4065,1144.8,0.13595,47.75,1.056,10.624,0.95211,3.7019,83.383,3.6485,0.097859,0.10079,0.33071,52.93,1237.5,0.25709,7.644,5.7443,"0"
-0.021262,0.65935,0.88402,-48.825,0.51665,0.91788,12778,-0.024301,35.016,0.65262,-0.19956,-0.038754,5.199,103.13,1.3847,0.0053409,0.57614,-0.24146,35.204,-4730.5,-0.062416,10.424,8.2608,"0"
-0.30837,1.4902,0.27232,-250.02,-0.32893,1.5969,-1770.3,-0.30837,38.929,0.9231,0.00075521,-1.5076,4.4401,293.37,1.1059,0.0070465,42.391,-1.8106,37.723,-26551,0.62911,9.3761,9.293,"0"
0.054157,0.47308,1.6885,35.695,1.1138,1.4711,1298.3,0.099132,41.456,1.0649,8.6545,1.1425,4.6735,117.4,2.8686,0.077509,0.10923,0.32413,44.94,14168,0.10278,8.8044,3.4066,"0"
0.15628,0.36997,2.7029,27.668,1.7029,4.5824,703.63,0.1854,22.01,1.1649,233.84,0.45993,1.9251,30.653,11.907,0.038645,0.063996,0.56556,22.895,53.017,0.24805,16.583,12.585,"0"
0.024678,1.5315,0.69218,-225.53,-0.34706,2.1271,22652,0.024678,146.38,1.7909,1.1902,0.45993,2.7694,254.56,1.3526,0.026147,0.93213,0.02893,150.31,-261.47,-0.046429,2.4936,19.602,"0"
0.17083,0.65385,0.94391,-17.494,0.5294,2.4933,905.64,0.17083,10.657,1.2494,13.839,-0.07506,4.0328,92.359,3.5739,0.062752,0.081438,0.062752,11.371,-357.72,0.4935,34.248,5.2674,"0"
0.026768,0.2913,1.7552,-12.168,2.3941,1.0326,1064.2,0.034265,84.285,1.0031,0.57218,0.35885,4.8655,107.77,0.17236,0.055409,0.082661,0.12792,87.036,14353,0.038382,4.3305,4.1555,"0"
-0.1995,0.39751,0.68703,-43.814,1.5157,0.98977,-747.02,-0.1995,21.227,0.74633,-29.899,-0.10138,3.0686,83.402,2.9171,-0.17154,-0.070566,-3.4659,18.119,-97.109,-0.33113,17.195,10.012,"0"
0.15987,0.15326,5.7055,30.038,5.5148,1.2263,240,0.1938,89.29,0.917,1.7928,1.2704,4.2977,34.446,1.3173,0.14619,0.020892,0.4732,109.5,9924.9,0.18915,4.0878,7.3511,"0"
0.26553,0.46788,2.0844,26.463,1.1373,3.727,517.13,0.31667,24.971,1.4218,11.439,15.226,3.5108,50.413,7.1789,0.098779,0.043486,1.0414,27.707,1630.9,0.49901,14.617,13.129,"0"
0,0.27861,2.1977,31.297,2.5892,1.19,26091,-0.05946,71.459,1.1909,-1.1962,0.83734,5.6806,85.406,4.2281,0.01011,0.31303,0,72.188,158210,0,5.1079,3.2409,"0"
0.078761,0.30123,2.0265,11.915,2.2195,1.1018,798.34,0.086885,47.208,1.1556,0.86424,0.36948,4.8835,62.564,0.34837,0.078439,0.063576,0.45519,52.014,16338,0.1178,7.7317,6.8236,"0"
0.091771,0.70728,1.024,-71.161,0.41387,1.5469,2470.3,0.091771,69.019,0.73268,5.5725,0.061429,3.3384,178.38,2.0462,0.064414,0.19005,0.31374,73.77,36.924,0.31351,5.2884,3.694,"0"
0.15606,0.33893,2.0829,6.2027,1.9504,1.2675,442.5,0.15606,69.17,0.95375,9.9564,0.53954,4.6557,80.177,3.2841,0.12185,0.038132,0.64967,78.768,11983,0.23607,5.2768,5.2225,"0"
-0.2083,0.74256,0.6765,-94.292,0.3467,1.5287,-1921.3,-0.2083,56.966,1.0189,-3.1165,-0.41312,4.2962,136.39,2.4693,-0.19948,-0.26678,-0.87308,47.492,-4384.3,-0.80911,6.4073,6.9088,"0"
0.0015754,0.76378,1.4866,-14.3,0.27665,1.0629,7325.1,0.0020499,64.702,1.7459,0.46028,0.18323,4.784,137.95,0.038493,0.043305,0.38391,0.01309,68.77,7144.2,0.0074556,5.6413,3.2387,"0"
0.069608,0.09849,4.1624,159.41,8.4083,1.1952,272.62,0.086902,48.613,1.0616,1.8686,0.52785,5.4793,65.826,1.0361,0.15634,0.022026,0.8007,58.102,93902,0.084054,7.5083,3.0825,"0"
0.015003,0.30033,1.2379,-59.943,2.1473,1.093,1701.4,0.014216,81.538,1.0396,0.53583,0.099787,5.5363,166.19,0.10818,0.049025,0.11939,0.10134,89.119,22583,0.023263,4.4764,3.6871,"0"
0.072277,0.082322,5.1154,121.09,10.356,1.1248,252.97,0.081365,67.265,0.95642,1.0263,0.58523,5.6566,47.668,0.78588,0.091244,0.026506,0.55314,75.662,153640,0.084777,5.4263,4.4384,"0"
